300 0.1 0.1
700 0.07 0.05
1300 0.0607692 0.0553846
3300 0.0536364 0.0493939
5300 0.0516981 0.0532075
11300 0.049646 0.049469
21300 0.0484507 0.0483099
31300 0.0480831 0.0469329
