500 0.00574309 0.0112029 6.07236
1000 0.0130605 0.00893875 6.06456
5000 0.0466399 0.00441626 6.05666
10000 0.0836614 0.00314436 6.05628
20000 0.158457 0.00222702 6.05642
50000 0.379063 0.00142195 6.05636
100000 0.752967 0.00100786 6.05625
150000 1.11909 0.000821839 6.05578
200000 1.48665 0.000711496 6.05542
300000 2.2257 0.000580741 6.05509
400000 2.96785 0.000503096 6.0551
500000 3.72054 0.000450181 6.05499
600000 4.4563 0.000410773 6.05503
700000 5.20572 0.000379983 6.05502
800000 5.94791 0.000355545 6.05495
900000 6.67575 0.000335155 6.05496
1000000 7.40464 0.000317838 6.05496
1250000 9.26776 0.000284298 6.05494
1500000 11.1012 0.00025956 6.05501
2000000 14.7569 0.000224819 6.05507
4000000 29.4084 0.00015905 6.05499
6000000 44.049 0.000129847 6.05497
8000000 58.7632 0.000112447 6.05498
10000000 73.549 0.000100556 6.05498
