1 2000 0.0148789 0.0187583 0.0308638 0.0353741 0.198462 0.204097
2 2000 0.0234939 0.0307669 0.0230136 0.025117 0.219835 0.195561
5 2000 0.0491717 0.0663156 0.013975 0.0166061 0.205709 0.203284
10 2000 0.0915738 0.124951 0.00982529 0.0112845 0.204753 0.203124
25 2000 0.21301 0.322552 0.00586132 0.00629483 0.201523 0.202601
50 2000 0.418715 0.588977 0.00431552 0.00401547 0.198442 0.205905
100 2000 0.830994 1.19368 0.00288241 0.00254756 0.199981 0.204241
175 2000 1.44926 2.04393 0.00165541 0.00175296 0.201594 0.204311
250 2000 2.10185 2.91721 0.00127465 0.00145156 0.201636 0.203539
400 2000 3.33604 4.71211 0.0010379 0.001122 0.202018 0.203163
500 2000 4.16527 5.87969 0.00098491 0.000944475 0.201908 0.203436
600 2000 5.02746 7.00448 0.000891809 0.000823952 0.201716 0.20283
700 2000 5.83644 8.16746 0.000835575 0.000715301 0.201862 0.202724
900 2000 7.38713 10.4524 0.000736114 0.000584385 0.202078 0.202761
1000 2000 8.21409 11.5531 0.000719072 0.000558263 0.202157 0.202855
2000 2000 16.4178 23.1287 0.000411205 0.000384486 0.202505 0.202516
3000 2000 24.6881 34.4976 0.000241397 0.000290486 0.202499 0.202464
