500 0.00366564 0.00153073 0.204808
1000 0.00735932 0.00103342 0.202112
5000 0.0377126 0.000476386 0.202257
10000 0.0745378 0.000337238 0.202441
20000 0.149151 0.000239467 0.202443
50000 0.369399 0.000150971 0.202442
100000 0.732799 0.00010684 0.202415
150000 1.09852 8.7237e-05 0.202406
200000 1.46585 7.56221e-05 0.2024
300000 2.20065 6.17658e-05 0.202404
400000 2.9361 5.34919e-05 0.202397
500000 3.6657 4.77969e-05 0.202394
600000 4.39699 4.36306e-05 0.202389
700000 5.12241 4.03844e-05 0.202378
800000 5.84796 3.77713e-05 0.202379
900000 6.57322 3.56244e-05 0.202372
1000000 7.29876 3.37888e-05 0.202365
1250000 9.11128 3.01936e-05 0.202364
1500000 10.9538 2.75602e-05 0.202367
2000000 14.6171 2.38603e-05 0.20237
4000000 29.2184 1.68651e-05 0.20237
6000000 43.8604 1.37669e-05 0.202371
8000000 58.4738 1.19231e-05 0.202368
10000000 73.1451 1.06639e-05 0.202369
