1000 1.0665e-05 8.58133e-06 1.03307e-05 8.4485e-08 4.69238e-08 6.6722e-08
101000 1.03551e-05 6.3724e-09 2.15658e-08 6.9314e-08 7.54506e-13 4.88008e-12
201000 1.03563e-05 8.44254e-10 3.85065e-09 6.93405e-08 3.90768e-14 3.82231e-13
301000 1.03809e-05 8.71073e-10 2.23189e-09 6.98953e-08 3.87844e-14 1.58581e-13
401000 1.03752e-05 3.86939e-10 1.2903e-09 6.95718e-08 1.16623e-14 7.14379e-14
501000 1.03662e-05 4.39945e-10 9.21756e-10 6.94242e-08 1.44962e-14 4.52121e-14
601000 1.03536e-05 2.27322e-10 6.54136e-10 6.92414e-08 5.22305e-15 2.63804e-14
701000 1.03415e-05 2.17785e-10 4.19519e-10 6.91333e-08 4.80564e-15 1.34158e-14
801000 1.03441e-05 1.91436e-10 3.40874e-10 6.92033e-08 3.99992e-15 9.45029e-15
901000 1.03422e-05 1.30813e-10 2.41501e-10 6.92417e-08 2.24204e-15 5.78991e-15
1001000 1.03394e-05 1.39913e-10 2.5341e-10 6.90704e-08 2.52381e-15 6.35975e-15
1101000 1.03472e-05 1.08354e-10 1.01643e-10 6.91904e-08 1.61368e-15 1.66666e-15
1201000 1.03557e-05 1.19687e-10 1.82989e-10 6.92803e-08 1.95015e-15 3.72875e-15
1301000 1.03483e-05 8.26298e-11 1.33869e-10 6.90642e-08 1.03015e-15 2.41058e-15
1401000 1.0353e-05 9.98127e-11 1.16699e-10 6.91709e-08 1.4716e-15 1.94303e-15
1501000 1.03568e-05 6.98352e-11 9.98026e-11 6.92418e-08 7.9499e-16 1.63764e-15
1601000 1.0365e-05 7.45291e-11 9.20907e-11 6.93863e-08 9.19148e-16 1.35662e-15
1701000 1.03616e-05 6.03905e-11 8.11208e-11 6.9259e-08 6.70909e-16 1.12869e-15
1801000 1.03616e-05 6.81268e-11 5.63065e-11 6.92717e-08 8.18956e-16 6.60513e-16
1901000 1.03567e-05 5.10589e-11 7.16322e-11 6.9213e-08 5.11823e-16 9.44931e-16
