1000 7.50051 4.80326 6.38787 147.299 72.3331 93.6144
101000 7.04451 0.0346542 0.0518955 120.812 0.0104892 0.018786
201000 7.07656 0.0122763 0.0210811 121.179 0.00215792 0.00479238
301000 7.19231 0.00959306 0.013488 124.952 0.00145732 0.00245294
401000 7.14063 0.00763483 0.00942621 123.088 0.00102242 0.00145109
501000 7.15123 0.0065819 0.00727362 122.541 0.000817223 0.000966915
601000 7.11605 0.00481762 0.00621072 121.535 0.000490581 0.000770857
701000 7.10034 0.00418196 0.00430917 121.117 0.00038814 0.000454354
801000 7.12225 0.00361644 0.00387524 121.648 0.000317846 0.000380387
901000 7.13486 0.00337581 0.00333618 122.562 0.000283082 0.000316688
1001000 7.12101 0.00307226 0.00292562 121.889 0.000246671 0.000249744
1101000 7.1262 0.00307851 0.00234994 121.961 0.000243547 0.000180659
1201000 7.14632 0.00272783 0.00213773 122.345 0.000208629 0.000155094
1301000 7.12487 0.00256198 0.00193162 121.225 0.000182373 0.000133558
1401000 7.13935 0.00233252 0.00170066 122.012 0.000159741 0.000109938
1501000 7.13527 0.00207833 0.00159589 121.946 0.000132057 0.000102694
1601000 7.15608 0.0018535 0.00140349 122.726 0.000112376 8.18061e-05
1701000 7.14042 0.00167313 0.00122659 121.898 9.46461e-05 6.93019e-05
1801000 7.14178 0.0015837 0.00114126 122.034 9.03342e-05 6.11822e-05
1901000 7.13522 0.00144241 0.00116713 121.932 7.73667e-05 6.41443e-05
