1000 0.0309764 0.0309893 0.0309798 0.000394559 0.00047387 0.000660365
2000 0.0219121 0.0183073 0.0173567 0.000644317 0.00061088 0.00107472
3000 0.0178859 0.0114915 0.0127612 0.00120743 0.00118326 0.00237594
4000 0.015495 0.00965685 0.0100552 0.00252249 0.00136187 0.00264823
5000 0.0138572 0.00851281 0.00885537 0.00233906 0.000727974 0.00166875
6000 0.0126505 0.0077342 0.00670257 0.00200665 0.00081292 0.00192525
7000 0.0117132 0.0064182 0.00704702 0.00219198 0.000914498 0.00223221
8000 0.0109543 0.00611507 0.00589158 0.00246642 0.00109664 0.00269213
9000 0.0103298 0.00581872 0.00559328 0.00289522 0.00107467 0.00272896
10000 0.00979991 0.00495318 0.0052792 0.00308981 0.00116537 0.00308486
11000 0.00934391 0.00468037 0.00505213 0.00347519 0.00123817 0.00344763
12000 0.00894545 0.00403296 0.00415074 0.00368747 0.00132205 0.00369728
13000 0.00859431 0.00392623 0.0045725 0.00407757 0.00150069 0.00395706
14000 0.0082825 0.00358299 0.00425101 0.00433792 0.00156132 0.00486395
15000 0.00800159 0.0031414 0.00382833 0.00506269 0.00172402 0.00442029
16000 0.00774747 0.00288647 0.00371616 0.0052999 0.00170014 0.00467295
17000 0.00751626 0.00285088 0.00357499 0.00519025 0.0019901 0.00491128
18000 0.00730387 0.00258362 0.00321329 0.00558263 0.0018302 0.00529585
19000 0.00710963 0.00221499 0.0032978 0.00580332 0.00197731 0.00554884
20000 0.00692941 0.00242991 0.0030332 0.00636338 0.00216322 0.00571196
21000 0.00676259 0.00224387 0.00295144 0.00663791 0.00208083 0.00601308
22000 0.00660714 0.00194355 0.00278853 0.00690205 0.00229576 0.00614882
23000 0.0064619 0.00203454 0.00281862 0.00730552 0.00236166 0.00641596
24000 0.00632572 0.00202909 0.00239323 0.00743647 0.00251323 0.00667738
25000 0.00619782 0.0019495 0.00238387 0.00767323 0.00252884 0.00727856
26000 0.00607765 0.00191853 0.00233251 0.00809037 0.00250845 0.0072626
27000 0.00596396 0.00192927 0.00231063 0.00831468 0.00265859 0.007825
28000 0.00585657 0.00193058 0.00217671 0.00873167 0.00266871 0.00772783
29000 0.00575476 0.00171513 0.0021891 0.0093327 0.00274186 0.0082258
30000 0.00565799 0.00181436 0.00198998 0.0093938 0.00281867 0.00852447
31000 0.00556602 0.00177443 0.00211399 0.00948378 0.00302609 0.00877619
32000 0.00547836 0.0018494 0.00197096 0.0101391 0.00306872 0.00888711
33000 0.00539471 0.00183241 0.00190326 0.010315 0.00308971 0.00935051
34000 0.00531479 0.00164152 0.00181067 0.0107706 0.00325935 0.00959096
35000 0.00523831 0.00167735 0.00181295 0.011218 0.0033263 0.00991763
36000 0.00516503 0.00159938 0.00156548 0.0111791 0.00342802 0.0102282
37000 0.00509461 0.00152412 0.00174639 0.0120688 0.00354419 0.0105856
38000 0.00502718 0.00134086 0.00177743 0.0118817 0.00362755 0.0107238
39000 0.00496237 0.00140358 0.00174367 0.0123613 0.00369759 0.0108109
40000 0.0049 0.00130124 0.00171918 0.0123551 0.00365492 0.0109583
41000 0.00483985 0.00101857 0.001675 0.0129366 0.00376521 0.0111829
42000 0.00478185 0.00119772 0.00167626 0.0133117 0.0038171 0.01194
43000 0.00472582 0.00119036 0.00172235 0.0132535 0.0039457 0.0117019
44000 0.00467186 0.00114106 0.001724 0.0137217 0.00397143 0.0119884
45000 0.00461976 0.00118252 0.00162152 0.0137515 0.00444397 0.0122275
46000 0.00456907 0.00123416 0.00158779 0.014442 0.00425958 0.0128204
47000 0.00452032 0.00124039 0.00164098 0.0144521 0.00425366 0.0128079
48000 0.00447303 0.00116486 0.00153349 0.0150213 0.00430125 0.0131392
49000 0.00442715 0.00121251 0.00163433 0.0153097 0.00438726 0.0134509
50000 0.00438257 0.00123399 0.00158078 0.0153678 0.00459643 0.0137852
51000 0.00433951 0.00116757 0.00156103 0.0157744 0.00457516 0.0141587
