500 0.0171773 0.000371173 0.173933
1000 0.0278703 0.000294208 0.174372
5000 0.107202 0.000137864 0.174305
10000 0.204797 9.88528e-05 0.174343
20000 0.397121 7.07908e-05 0.174409
50000 0.983472 4.50275e-05 0.174449
100000 1.97994 3.19619e-05 0.174453
150000 2.93147 2.61695e-05 0.174453
200000 3.87766 2.27029e-05 0.17446
300000 5.78876 1.85398e-05 0.174454
400000 7.69828 1.60467e-05 0.174455
500000 9.60433 1.43403e-05 0.174449
600000 11.5273 1.30939e-05 0.174448
700000 13.4306 1.21251e-05 0.17445
800000 15.3886 1.13371e-05 0.17445
900000 17.2816 1.06882e-05 0.174451
1000000 19.2177 1.01399e-05 0.174451
1250000 23.9658 9.06463e-06 0.174452
1500000 29.2348 8.27277e-06 0.174452
2000000 39.3159 7.16487e-06 0.174452
4000000 77.5317 5.07009e-06 0.174455
6000000 116.714 4.13894e-06 0.174453
8000000 154.988 3.58412e-06 0.174453
10000000 193.134 3.20576e-06 0.174454
