1000 176.18 19.0713 155.569 68583.2 1337.59 31153.2
101000 330.362 2.27521 2.22785 438441 17.3513 15.6454
201000 321.706 2.0501 1.53098 559425 21.4993 10.5288
301000 321.001 0.97293 1.24273 489019 5.34054 6.88878
401000 383.721 0.894512 0.999735 772069 4.48305 6.44994
501000 345.378 0.717917 0.599482 646190 2.83616 2.17099
601000 361.983 0.420022 0.646753 641235 0.862359 2.31404
701000 353.122 0.483427 0.359901 591382 1.74345 0.683357
801000 427.616 0.567678 0.423437 908747 2.15503 0.969694
901000 407.484 0.490698 0.3824 829353 3.4353 0.80538
1001000 388.79 0.241241 0.275015 765287 0.312426 0.476371
1101000 374.516 0.34577 0.371096 714859 1.1967 1.03748
1201000 361.113 0.215469 0.412935 667471 0.282385 1.47995
1301000 351.058 0.256028 0.24216 628341 0.494162 0.394069
1401000 349.567 0.226021 0.236991 614099 0.26165 0.337431
1501000 347.162 0.174308 0.214988 594502 0.178116 0.290718
1601000 342.839 0.256322 0.214335 577881 0.435986 0.285162
1701000 339.85 0.197424 0.290909 568373 0.35955 0.680702
1801000 355.87 0.174716 0.227123 607648 0.171367 0.389676
1901000 355.939 0.134338 0.163648 592632 0.118099 0.190992
