16 45 6.05497 6.0549 6.05472 2.62704e-08 2.62648e-08 1.07954e-07 4.10934 4.11022
16 50 1.91984 1.91961 1.91889 1.19978e-07 1.20697e-07 7.76194e-06 64.6945 64.3095
16 55 0.202459 0.202436 0.20283 5.29395e-09 5.30821e-09 4.32715e-07 81.7376 81.518
64 45 5.99546 5.99533 5.99492 3.53312e-09 3.52412e-09 2.32407e-08 6.57797 6.59476
64 50 1.84543 1.84542 1.84544 1.0018e-09 9.98873e-10 3.04765e-09 3.04217 3.05109
64 55 0.174614 0.174539 0.174309 6.54813e-09 6.49789e-09 7.35676e-07 112.349 113.218
