0.82174 0.820264 0.845072 0.841314
0.384835 0.384153 2.9986 2.99634
0.207315 0.207444 3.93183 3.93274
0.14223 0.141466 4.47137 4.47174
0.108601 0.108924 4.836 4.83764
0.0903746 0.0913071 5.10604 5.10546
0.0780752 0.07848 5.3156 5.31468
0.0699138 0.0698763 5.48291 5.48233
0.0644471 0.0634897 5.61972 5.62035
0.0604215 0.0594237 5.73678 5.73714
0.0567625 0.0562262 5.83596 5.83534
0.0539728 0.0534113 5.92053 5.92128
0.0516997 0.0515424 5.99457 5.99396
0.0509392 0.0504317 6.05939 6.0588
0.050181 0.0478412 6.11777 6.11669
0.0474512 0.0475847 6.16743 6.1674
0.0468204 0.0466026 6.21244 6.21225
0.0460236 0.0455337 6.25244 6.25122
0.0455276 0.0450965 6.28794 6.28765
0.0437997 0.0444198 6.31946 6.31947
0.0435642 0.0438257 6.34795 6.34783
0.0426341 0.0432391 6.37306 6.37455
0.0421872 0.0427238 6.39736 6.39704
0.0433263 0.0421412 6.41827 6.41623
0.041825 0.0426141 6.43662 6.43697
0.0403566 0.0411172 6.45148 6.45257
0.0401308 0.0414514 6.46709 6.4666
0.0412661 0.0407605 6.48053 6.48049
0.0406376 0.0410043 6.49148 6.49152
0.0408129 0.0400292 6.5018 6.50148
0.0400384 0.0395455 6.51068 6.5106
0.0392959 0.0397594 6.51817 6.51725
0.0397559 0.0397927 6.52372 6.52333
0.0400057 0.0400899 6.5296 6.52935
0.0395066 0.0404694 6.5334 6.53344
0.0385825 0.0395032 6.53607 6.53695
0.0390995 0.0398285 6.53879 6.53888
0.0397503 0.0397867 6.54082 6.54154
0.0398052 0.0389563 6.54156 6.54031
0.0387521 0.038094 6.54105 6.54025
0.0395149 0.0390123 6.53945 6.5397
0.0388489 0.039422 6.53786 6.53825
0.039033 0.0382279 6.53639 6.53589
0.0382755 0.0394652 6.53271 6.53302
0.0386129 0.0390434 6.52917 6.52946
0.0387517 0.0385603 6.52551 6.52523
0.0378717 0.0384029 6.52022 6.52022
0.0385831 0.0374223 6.51456 6.51365
0.0384166 0.0380734 6.50841 6.50774
0.0380316 0.0386103 6.50139 6.50202
0.0375347 0.0388378 6.49421 6.49416
0.0386536 0.0373502 6.48686 6.4861
0.0376607 0.0382812 6.47804 6.47803
0.0377068 0.0375299 6.46952 6.46913
0.0375883 0.0382447 6.46 6.45941
0.0377968 0.0374655 6.44995 6.45024
0.0370084 0.0381193 6.43816 6.43895
0.0379638 0.0384838 6.42866 6.42898
0.038581 0.0378703 6.41675 6.41686
0.0366675 0.0380079 6.40373 6.40522
0.0382915 0.0381121 6.39186 6.39243
0.0373098 0.0372124 6.37837 6.3782
0.0376183 0.0369099 6.3653 6.36419
0.0377208 0.0369469 6.35006 6.3493
0.0373749 0.0373791 6.33557 6.33485
0.0379038 0.0376775 6.31984 6.31983
0.0368536 0.0364899 6.30302 6.30261
0.0365004 0.0381897 6.28628 6.28693
0.03699 0.0372522 6.26884 6.26855
0.0373659 0.0370544 6.25061 6.25065
0.0377161 0.0372599 6.23234 6.23186
0.03748 0.0365089 6.21204 6.21119
0.0366391 0.0369372 6.19147 6.19137
0.0373196 0.0367645 6.17046 6.16932
0.037536 0.0367558 6.14851 6.14858
0.0373793 0.0366172 6.125 6.12473
0.0365566 0.0369075 6.10075 6.10071
0.0369869 0.0365512 6.07582 6.07577
0.0363613 0.0370111 6.04941 6.0499
0.0366814 0.0374754 6.02261 6.02232
0.0370477 0.0366419 5.99378 5.9935
0.0368548 0.0373242 5.96292 5.9638
0.0371541 0.0372293 5.93281 5.93138
0.0373068 0.0361297 5.89912 5.89874
0.0375992 0.0358626 5.86323 5.86284
0.0367244 0.0373973 5.82648 5.82609
0.036684 0.0376056 5.7864 5.78756
0.0374354 0.0372377 5.74373 5.74425
0.0370796 0.0371268 5.69921 5.69888
0.037915 0.037446 5.65095 5.65109
0.0378883 0.0381718 5.59699 5.59735
0.0380934 0.0392723 5.54002 5.53864
0.0395441 0.0394786 5.47559 5.47588
0.04073 0.0401224 5.40366 5.40315
0.0422365 0.0424838 5.32123 5.3223
0.0447855 0.044712 5.22662 5.22643
0.0492292 0.0491452 5.1092 5.10973
0.0589594 0.0585865 4.9611 4.9615
0.0839619 0.0834503 4.74729 4.74626
0.296621 0.294317 4.26506 4.26718
