16 45 0.0135517 0.013558 0.0129283 1.77148e-09 1.76245e-09 1.51468e-07 85.5035 85.9418
16 50 0.634139 0.634191 0.634239 2.77465e-09 2.76498e-09 4.98897e-09 1.79805 1.80434
16 55 3.67336 3.67295 3.6733 2.08921e-08 2.08298e-08 2.56786e-08 1.22911 1.23278
64 45 0.0110586 0.0110588 0.0113097 6.57254e-10 6.55601e-10 6.87668e-08 104.627 104.891
64 50 0.616159 0.616816 0.612622 9.51683e-08 9.72784e-08 6.52268e-06 68.5384 67.0517
64 55 3.7024 3.70244 3.7023 2.62143e-09 2.61151e-09 4.46244e-09 1.70229 1.70876
