1000 0.0329832 0.0345266 0.0350952 0.00948833 0.0100866 0.0105517
101000 0.0334582 1.45186e-05 6.17656e-05 0.00960499 8.88756e-08 7.44604e-07
201000 0.0334642 4.59196e-06 1.64023e-05 0.00960839 1.57437e-08 1.09208e-07
301000 0.0334459 1.7518e-06 7.66721e-06 0.00959804 3.77635e-09 3.25978e-08
401000 0.0333838 9.52169e-07 4.21861e-06 0.00957306 1.43427e-09 1.35437e-08
501000 0.0333208 8.82884e-07 3.0418e-06 0.00954651 1.31698e-09 8.19798e-09
601000 0.0333074 5.18946e-07 1.79671e-06 0.00954759 5.83581e-10 3.82315e-09
701000 0.0333039 3.69186e-07 1.19055e-06 0.00954565 3.44762e-10 2.01369e-09
801000 0.0333489 3.36024e-07 1.04177e-06 0.00956477 3.19357e-10 1.69039e-09
901000 0.0333248 2.83315e-07 6.62211e-07 0.00955772 2.4184e-10 8.51723e-10
1001000 0.0333205 1.7442e-07 6.6738e-07 0.00955878 1.16527e-10 8.73773e-10
1101000 0.0333395 1.62703e-07 3.64982e-07 0.00956576 1.05341e-10 3.4271e-10
1201000 0.0333397 1.28893e-07 5.84245e-07 0.00956664 7.32725e-11 6.87645e-10
1301000 0.0333277 1.1939e-07 5.18324e-07 0.00956238 6.42152e-11 5.924e-10
1401000 0.0333178 1.07661e-07 4.07823e-07 0.00955908 5.75414e-11 4.02145e-10
1501000 0.0333357 1.07917e-07 3.13397e-07 0.00956864 5.351e-11 2.73233e-10
1601000 0.033331 7.89792e-08 2.78482e-07 0.00956597 3.43599e-11 2.32683e-10
1701000 0.0333151 8.24204e-08 1.94147e-07 0.0095607 3.73743e-11 1.32188e-10
1801000 0.0333261 7.25384e-08 1.9718e-07 0.0095659 3.12034e-11 1.37881e-10
1901000 0.0333362 6.59627e-08 2.63042e-07 0.00956817 2.71038e-11 2.14512e-10
