300 0.200347 0.202044 0.161854 0.160729
700 0.163906 0.155763 0.155226 0.158262
1000 0.159186 0.155752 0.156981 0.160475
3000 0.156179 0.162634 0.155865 0.157875
5000 0.156338 0.158177 0.156586 0.15831
11000 0.156444 0.159482 0.155804 0.156458
21000 0.153782 0.157399 0.155418 0.156247
31000 0.155769 0.156246 0.155734 0.155824
